timestamp,BBRI,BBCA,BBNI
2023-06-28 08:48:07,5425.0,9150.0,9150.0
2023-06-28 08:48:21,5425.0,9150.0,9150.0
2023-06-28 10:17:12,5425.00,9150.00,9150.00
